2/1/2021,237.2452
1/1/2021,229.6451
12/1/2020,213.772
11/2/2020,194.3182
10/1/2020,190.3656
9/1/2020,192.9776
8/3/2020,184.2245
7/1/2020,177.4532
6/1/2020,170.4829
5/4/2020,163.087
4/1/2020,144.3297
3/2/2020,194.3141
2/3/2020,199.6251
1/1/2020,202.9659
12/2/2019,202.149
11/1/2019,197.896
10/1/2019,189.1029
9/3/2019,180.3191
8/1/2019,183.348
7/1/2019,194.8321
6/3/2019,195.9753
5/2/2019,187.9301
4/1/2019,187.1632
3/1/2019,173.79
2/1/2019,175.0756
1/1/2019,175.9427
12/3/2018,175.6427
11/1/2018,167.9449
10/1/2018,176.9321
9/3/2018,187.6492
8/1/2018,183.9827
7/2/2018,174.1288
6/1/2018,174.1918
5/2/2018,174.3578
4/2/2018,166.46
3/1/2018,167.4388
2/1/2018,175.4661
1/1/2018,169.0754
12/1/2017,163.3376
11/1/2017,165.8473
10/3/2017,158.9406
9/1/2017,160.6595
8/1/2017,161.2792
7/3/2017,152.6588
6/1/2017,152.2401
5/2/2017,147.4997
4/3/2017,143.5615
3/1/2017,136.3262
2/1/2017,133.1143
1/2/2017,123.814
12/1/2016,123.8882
11/1/2016,130.593
10/3/2016,131.8498
9/1/2016,133.2447
8/1/2016,131.0982
7/1/2016,126.4485
6/1/2016,123.9975
5/2/2016,119.5866
4/1/2016,119.045
3/1/2016,112.1645
2/1/2016,117.2586
1/1/2016,123.5045
12/1/2015,123.3667
11/2/2015,124.9524
10/1/2015,124.2639
9/1/2015,121.5175
8/3/2015,132.2125
7/1/2015,129.3067
6/1/2015,126.9149
5/4/2015,125.9153
4/1/2015,130.1522
3/2/2015,136.7338
2/2/2015,134.4076
1/1/2015,125.8161
12/1/2014,129.0864
11/3/2014,125.9583
10/1/2014,120.407
9/1/2014,122.0025
8/1/2014,114.4759
7/1/2014,117.1459
6/2/2014,112.676
5/2/2014,98.2837
4/1/2014,98.8477
3/3/2014,92.3733
2/3/2014,88.58
