2/1/2021,41.84
1/1/2021,42.21
12/1/2020,39.23
11/2/2020,35.14
10/1/2020,34.11
9/1/2020,34.04
8/3/2020,32.63
7/1/2020,31.47
6/1/2020,30.13
5/4/2020,29.33
4/1/2020,27.29
3/2/2020,34.27
2/3/2020,34.83
1/1/2020,34.76
12/2/2019,34.24
11/1/2019,34.06
10/1/2019,33.47
9/3/2019,30.89
8/1/2019,30.88
7/1/2019,32.5
6/3/2019,32.5
5/2/2019,30.94
4/1/2019,30.53
3/1/2019,28.87
2/1/2019,28.99
1/1/2019,29.06
12/3/2018,28.77
11/1/2018,26.96
10/1/2018,28.33
9/3/2018,30.42
8/1/2018,30.57
7/2/2018,28.86
6/1/2018,28.39
5/2/2018,27.97
4/2/2018,26.61
3/1/2018,26.35
2/1/2018,27.2
1/1/2018,26.6
12/1/2017,25.7
11/1/2017,26.06
10/3/2017,25.12
9/1/2017,25.17
8/1/2017,24.91
7/3/2017,23.58
6/1/2017,23.37
5/2/2017,22.82
4/3/2017,22
3/1/2017,21.05
2/1/2017,20.62
1/2/2017,19.21
12/1/2016,19.57
11/1/2016,21.15
10/3/2016,21.62
9/1/2016,21.55
8/1/2016,20.96
7/1/2016,20.41
6/1/2016,20.09
5/2/2016,19.43
4/1/2016,18.83
3/1/2016,17.8
2/1/2016,18.73
1/1/2016,19.79
12/1/2015,19.56
11/2/2015,19.57
10/1/2015,19.39
9/1/2015,18.87
8/3/2015,20.56
7/1/2015,20.09
6/1/2015,19.79
5/4/2015,19.48
4/1/2015,20.19
3/2/2015,20.8
2/2/2015,20.5
1/1/2015,19.77
12/1/2014,20.09
11/3/2014,19.06
10/1/2014,18.06
9/1/2014,18.06
8/1/2014,17.03
7/1/2014,17.51
6/2/2014,16.69
5/2/2014,14.74
4/1/2014,14.66
3/3/2014,13.51
2/3/2014,13.16
