2/1/2021,35.32
1/1/2021,34.802
12/1/2020,32.626
11/2/2020,29.472
10/1/2020,28.924
9/1/2020,28.892
8/3/2020,27.698
7/1/2020,26.246
6/1/2020,25.158
5/4/2020,24.082
4/1/2020,21.512
3/2/2020,28.787
2/3/2020,29.932
1/1/2020,30.471
12/2/2019,30.235
11/1/2019,30.077
10/1/2019,28.762
9/3/2019,27.145
8/1/2019,27.49
7/1/2019,29.558
6/3/2019,29.957
5/2/2019,28.608
4/1/2019,28.45
3/1/2019,26.433
2/1/2019,26.507
1/1/2019,26.756
12/3/2018,26.803
11/1/2018,25.636
10/1/2018,26.635
9/3/2018,28.478
8/1/2018,28.249
7/2/2018,26.612
6/1/2018,26.876
5/2/2018,27.437
4/2/2018,26.266
3/1/2018,26.608
2/1/2018,27.845
1/1/2018,26.776
12/1/2017,25.946
11/1/2017,26.55
10/3/2017,25.326
9/1/2017,25.812
8/1/2017,25.977
7/3/2017,24.713
6/1/2017,24.64
5/2/2017,24.295
4/3/2017,23.582
3/1/2017,22.728
2/1/2017,22.596
1/2/2017,20.693
12/1/2016,21.11
11/1/2016,22.641
10/3/2016,22.969
9/1/2016,22.62
8/1/2016,22.13
7/1/2016,21.147
6/1/2016,20.603
5/2/2016,19.885
4/1/2016,19.684
3/1/2016,18.402
2/1/2016,19.299
1/1/2016,20.484
12/1/2015,20.273
11/2/2015,20.532
10/1/2015,20.628
9/1/2015,20.344
8/3/2015,22.006
7/1/2015,21.451
6/1/2015,21.109
5/4/2015,20.564
4/1/2015,21.575
3/2/2015,22.38
2/2/2015,21.633
1/1/2015,20.277
12/1/2014,20.421
11/3/2014,19.659
10/1/2014,18.668
9/1/2014,18.564
8/1/2014,17.474
7/1/2014,17.728
6/2/2014,16.902
5/2/2014,14.893
4/1/2014,14.798
3/3/2014,13.801
2/3/2014,13.319
