2/1/2021,36.0081
1/1/2021,35.8406
12/1/2020,33.457
11/2/2020,29.7324
10/1/2020,28.9159
9/1/2020,29.1609
8/3/2020,27.8779
7/1/2020,27.0118
6/1/2020,25.6834
5/4/2020,24.8704
4/1/2020,23.1436
3/2/2020,30.3238
2/3/2020,31.0645
1/1/2020,31.0987
12/2/2019,30.4501
11/1/2019,30.2715
10/1/2019,29.336
9/3/2019,27.2242
8/1/2019,27.239
7/1/2019,29.1071
6/3/2019,29.1741
5/2/2019,27.7876
4/1/2019,27.7244
3/1/2019,26.0553
2/1/2019,26.3519
1/1/2019,26.8294
12/3/2018,26.4841
11/1/2018,24.8408
10/1/2018,25.9163
9/3/2018,27.9853
8/1/2018,27.6918
7/2/2018,26.3361
6/1/2018,26.3783
5/2/2018,26.5477
4/2/2018,25.3931
3/1/2018,25.6734
2/1/2018,26.6875
1/1/2018,26.1625
12/1/2017,25.4343
11/1/2017,26.1283
10/3/2017,25.0878
9/1/2017,25.3673
8/1/2017,25.5418
7/3/2017,24.209
6/1/2017,24.2905
5/2/2017,23.4253
4/3/2017,22.9146
3/1/2017,22.3843
2/1/2017,22.126
1/2/2017,20.5926
12/1/2016,20.6392
11/1/2016,22.2739
10/3/2016,22.607
9/1/2016,22.3348
8/1/2016,21.749
7/1/2016,20.865
6/1/2016,20.462
5/2/2016,19.7764
4/1/2016,19.2205
3/1/2016,18.1571
2/1/2016,18.8241
1/1/2016,19.9767
12/1/2015,20.0502
11/2/2015,20.5006
10/1/2015,20.3708
9/1/2015,20.2804
8/3/2015,21.8342
7/1/2015,21.5201
6/1/2015,21.3035
5/4/2015,20.728
4/6/2015,21.6904
3/2/2015,22.3415
1/1/2015,20.2389
12/1/2014,20.4881
11/3/2014,19.2639
10/1/2014,18.763
9/1/2014,18.5272
8/1/2014,17.2471
7/1/2014,17.1284
6/2/2014,16.1404
5/2/2014,15.1966
4/1/2014,15.076
3/3/2014,14.5769
2/3/2014,13.9266
1/1/2014,14.3671
